#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100002030000000,1.129244,0.627619,0.497127,0.967634,-0.006886,0.026635,0.250856,1.244242,0.691765,-0.002007
100002040000000,1.141747,0.634570,0.497113,0.967643,-0.006796,0.026286,0.250858,1.248969,0.694389,-0.001959
100002050000000,1.154296,0.641547,0.497098,0.967652,-0.006705,0.025936,0.250860,1.253634,0.696978,-0.001911
100002060000000,1.166891,0.648550,0.497085,0.967662,-0.006614,0.025583,0.250863,1.258237,0.699532,-0.001863
100002070000000,1.179533,0.655578,0.497072,0.967671,-0.006522,0.025227,0.250865,1.262777,0.702052,-0.001815
100002080000000,1.192218,0.662630,0.497059,0.967681,-0.006429,0.024869,0.250867,1.267254,0.704536,-0.001768
100002090000000,1.204948,0.669708,0.497047,0.967690,-0.006336,0.024508,0.250870,1.271667,0.706985,-0.001721
100002100000000,1.217722,0.676809,0.497036,0.967699,-0.006242,0.024145,0.250872,1.276016,0.709398,-0.001674
100002110000000,1.230538,0.683934,0.497025,0.967708,-0.006147,0.023780,0.250875,1.280300,0.711776,-0.001627
100002120000000,1.243396,0.691083,0.497014,0.967717,-0.006052,0.023412,0.250877,1.284520,0.714117,-0.001581
100002130000000,1.256297,0.698255,0.497004,0.967726,-0.005956,0.023042,0.250879,1.288674,0.716423,-0.001535
100002140000000,1.269238,0.705449,0.496995,0.967734,-0.005860,0.022671,0.250881,1.292762,0.718691,-0.001490
100002150000000,1.282220,0.712666,0.496986,0.967743,-0.005763,0.022296,0.250884,1.296784,0.720923,-0.001445
100002160000000,1.295241,0.719905,0.496977,0.967752,-0.005666,0.021920,0.250886,1.300740,0.723118,-0.001401
100002170000000,1.308301,0.727165,0.496969,0.967760,-0.005568,0.021542,0.250888,1.304629,0.725276,-0.001357
100002180000000,1.321400,0.734447,0.496962,0.967769,-0.005470,0.021161,0.250890,1.308450,0.727397,-0.001314
100002190000000,1.334536,0.741750,0.496955,0.967777,-0.005371,0.020779,0.250892,1.312204,0.729480,-0.001271
100002200000000,1.347709,0.749073,0.496948,0.967785,-0.005272,0.020395,0.250895,1.315890,0.731526,-0.001229
100002210000000,1.360918,0.756416,0.496942,0.967793,-0.005172,0.020008,0.250897,1.319508,0.733533,-0.001188
100002220000000,1.374163,0.763779,0.496936,0.967801,-0.005072,0.019620,0.250899,1.323057,0.735503,-0.001147
100002230000000,1.387442,0.771161,0.496931,0.967809,-0.004971,0.019230,0.250901,1.326537,0.737434,-0.001107
100002240000000,1.400756,0.778563,0.496926,0.967817,-0.004869,0.018838,0.250903,1.329948,0.739327,-0.001068
100002250000000,1.414104,0.785982,0.496922,0.967824,-0.004768,0.018444,0.250905,1.333289,0.741181,-0.001030
100002260000000,1.427484,0.793420,0.496918,0.967832,-0.004666,0.018049,0.250907,1.336561,0.742996,-0.000992
100002270000000,1.440896,0.800876,0.496914,0.967839,-0.004563,0.017652,0.250909,1.339762,0.744772,-0.000955
100002280000000,1.454339,0.808349,0.496911,0.967846,-0.004460,0.017253,0.250910,1.342892,0.746510,-0.000919
100002290000000,1.467814,0.815840,0.496908,0.967853,-0.004356,0.016853,0.250912,1.345952,0.748208,-0.000883
